type,edftype,latency,urevent,duration,endtime,sac_amplitude,sac_endpos_x,sac_endpos_y,sac_startpos_x,sac_startpos_y,sac_vmax,fix_avgpos_x,fix_avgpos_y,fix_avgpupilsize,sac_angle,trial,phase,mss,ontarget,ondistractor,present,correct,stm,inrange,bad,multi,rank,refix,scrank
fixation,0.0,135246.0,21534.0,91,0.0,2.1986346355896,531.607360839844,544.11474609375,585.063354492188,436.388549804688,210.638604492108,517.918029785156,534.961730957031,0.0,115.135569933178,13.0,vs,1.0,False,True,True,False,book821.png,True,False,0.0,4.0,0.0,0.18181818181818182
fixation,0.0,135363.0,21535.0,110,0.0,5.24473609509277,795.335754394531,602.669982910156,517.984741210938,533.745422363281,231.088310374411,786.103454589844,602.032287597656,0.0,13.6728784399803,13.0,vs,1.0,False,True,True,False,book711.png,True,False,0.0,5.0,1.0,0.2727272727272727
fixation,0.0,135495.0,21536.0,81,0.0,4.89160469673929,916.567687988281,374.516723632812,792.269226074219,609.895812988281,162.113483194945,920.994201660156,396.567596435547,0.0,-62.9989307864484,13.0,vs,1.0,False,True,True,False,book862.png,True,False,0.0,6.0,2.0,0.36363636363636365
fixation,0.0,135600.0,21537.0,61,0.0,2.56196265997314,1058.48022460938,362.501220703125,923.891662597656,400.546508789062,150.715385232472,1064.16967773438,368.026733398438,0.0,-15.8681772250769,13.0,vs,1.0,False,True,True,False,book728.png,True,False,0.0,7.0,0.0,0.45454545454545453
fixation,0.0,135691.0,21538.0,97,0.0,7.5320852767334,1475.90234375,330.5,1070.02404785156,380.322418212891,295.797342959504,1478.96008300781,345.019134521484,0.0,-7.15667946941535,13.0,vs,1.0,False,True,True,False,book1302.png,True,False,0.0,8.0,0.0,0.5454545454545454
fixation,0.0,135809.0,21539.0,121,0.0,5.08042854746458,1270.25012207031,525.649658203125,1480.474609375,344.675140380859,361.907148642731,1267.86572265625,528.025451660156,0.0,139.294687572291,13.0,vs,1.0,False,True,True,False,book733.png,True,False,0.0,9.0,0.0,0.6363636363636364
fixation,0.0,135955.0,21540.0,60,0.0,6.97066235546875,1291.99621582031,909.1025390625,1268.05163574219,529.401062011719,416.199909444729,1287.47106933594,921.684448242188,0.0,86.3038388049366,13.0,vs,1.0,False,True,True,False,book874.png,True,False,1.0,10.0,0.0,0.7272727272727273
fixation,0.0,136025.0,21541.0,78,0.0,1.00376082325718,1258.69482421875,872.718444824219,1290.14587402344,923.494995117188,70.725926079072,1262.58312988281,873.417846679688,0.0,-121.153063103516,13.0,vs,1.0,False,True,True,False,book874.png,True,False,2.0,11.0,0.0,0.8181818181818182
fixation,0.0,136135.0,21542.0,125,0.0,9.3905676953125,812.423095703125,633.0,1263.31872558594,874.867614746094,308.901266797227,791.074890136719,621.047668457031,0.0,-151.952188352136,13.0,vs,1.0,False,True,True,False,book711.png,True,False,0.0,12.0,2.0,0.9090909090909091
fixation,0.0,136286.0,21543.0,127,0.0,4.92242973539555,584.314208984375,442.674102783203,787.54833984375,614.825866699219,227.490937400687,584.126770019531,422.052093505859,0.0,-139.187074001473,13.0,vs,1.0,False,True,True,False,book875.png,True,False,0.0,13.0,2.0,1.0
fixation,0.0,140558.0,21558.0,127,0.0,7.41261391687012,1374.66687011719,534.400024414062,972.032775878906,514.066223144531,287.461429289284,1373.47485351562,550.229675292969,0.0,2.79751485666935,14.0,vs,1.0,False,True,False,False,dog942.png,True,False,0.0,1.0,0.0,0.0
fixation,0.0,140708.0,21559.0,72,0.0,4.13481494078228,1311.73205566406,329.393920898438,1364.89807128906,554.627197265625,127.825829917218,1299.65710449219,330.384979248047,0.0,-103.10075233974,14.0,vs,1.0,False,True,False,False,dog773.png,True,False,1.0,2.0,0.0,0.0625
fixation,0.0,140789.0,21560.0,101,0.0,0.904515221678262,1288.13488769531,282.257995605469,1295.1640625,336.493225097656,66.5071742696758,1279.53430175781,274.798919677734,0.0,-97.2709426256198,14.0,vs,1.0,False,True,False,False,dog773.png,True,False,2.0,3.0,0.0,0.125
fixation,0.0,140909.0,21561.0,125,0.0,2.98801484918646,1160.28735351562,134.128509521484,1267.48974609375,262.884643554688,144.859853632632,1142.76293945312,115.175819396973,0.0,-129.365876599125,14.0,vs,1.0,False,True,False,False,dog783.png,True,False,0.0,4.0,0.0,0.1875
fixation,0.0,141051.0,21562.0,125,0.0,5.87060616423583,887.692321777344,317.302551269531,1146.01696777344,122.5,327.050038523207,885.826354980469,324.953552246094,0.0,142.516880778424,14.0,vs,1.0,False,True,False,False,dog971.png,True,False,0.0,5.0,0.0,0.25
fixation,0.0,141272.0,21564.0,130,0.0,1.71873163262578,521.4345703125,394.901214599609,587.778137207031,324.661804199219,126.615039385117,524.202758789062,378.167694091797,0.0,131.729753245519,14.0,vs,1.0,False,True,False,False,dog738.png,True,False,0.0,7.0,0.0,0.375
fixation,0.0,141420.0,21565.0,51,0.0,4.18719426268053,707.874145507812,516.747253417969,525.573974609375,376.217498779297,250.078902546696,698.693481445312,537.334350585938,0.0,38.1842262174908,14.0,vs,1.0,False,True,False,False,dog36.png,True,False,1.0,8.0,1.0,0.4375
fixation,0.0,141476.0,21566.0,51,0.0,0.265227390029224,697.7158203125,541.831665039062,707.495239257812,558.697021484375,33.5537509015568,692.640808105469,535.610168457031,0.0,-120.521882077191,14.0,vs,1.0,False,True,False,False,dog36.png,True,False,2.0,9.0,1.0,0.5
fixation,0.0,141689.0,21568.0,162,0.0,1.56332154268746,1051.79406738281,828.794128417969,973.452697753906,788.576354980469,103.701586143474,1048.82836914062,823.073181152344,0.0,28.8729647762358,14.0,vs,1.0,False,True,False,False,dog888.png,True,False,0.0,11.0,0.0,0.625
fixation,0.0,141878.0,21569.0,114,0.0,5.29609846801758,1335.82189941406,841.736877441406,1047.16918945312,829.728881835938,233.823304410177,1344.0146484375,840.073120117188,0.0,2.58792815410998,14.0,vs,1.0,False,True,False,False,dog903.png,True,False,0.0,12.0,0.0,0.6875
fixation,0.0,142008.0,21570.0,84,0.0,2.10577613017169,1424.50756835938,929.260375976562,1357.63732910156,836.250732421875,154.28274641423,1428.18310546875,920.098937988281,0.0,55.6562224917366,14.0,vs,1.0,False,True,False,False,dog972.png,True,False,0.0,13.0,0.0,0.75
fixation,0.0,142238.0,21572.0,111,0.0,2.16913496900689,554.881225585938,1016.64001464844,665.629089355469,975.417358398438,143.37496728396,563.869201660156,1016.14739990234,0.0,158.335841788878,14.0,vs,1.0,False,True,False,False,dog451.png,True,False,0.0,15.0,0.0,0.875
fixation,0.0,142476.0,21574.0,68,0.0,2.46787698684884,662.603332519531,539.506591796875,682.763366699219,673.291442871094,139.75208292661,673.49462890625,545.328186035156,0.0,-98.7040075858895,14.0,vs,1.0,False,True,False,False,dog36.png,True,False,0.0,17.0,2.0,1.0
fixation,0.0,146742.0,21589.0,140,0.0,3.54001320818783,1554.51184082031,678.081787109375,1394.04895019531,564.7880859375,162.556589576602,1549.18444824219,675.6533203125,0.0,34.9067995260432,15.0,vs,1.0,True,False,True,True,teddy bear935.png,True,False,0.0,2.0,0.0,0.0
fixation,0.0,147001.0,21591.0,152,0.0,3.77369255037816,466.643676757812,831.054626464844,674.744506835938,830.677490234375,185.881482010837,444.651275634766,820.557861328125,0.0,179.547815292824,15.0,vs,1.0,False,True,True,True,teddy bear1183.png,True,False,0.0,4.0,0.0,0.3333333333333333
fixation,0.0,147184.0,21592.0,122,0.0,8.36210383830997,646.644836425781,404.585113525391,441.913604736328,817.251953125,208.773738518588,648.1806640625,400.166381835938,0.0,-63.4613759430119,15.0,vs,1.0,False,True,True,True,teddy bear969.png,True,False,0.0,5.0,0.0,0.5
fixation,0.0,147332.0,21593.0,94,0.0,11.5426552216361,1278.69995117188,505.758605957031,656.680297851562,401.774658203125,354.615534629243,1272.8447265625,528.011657714844,0.0,9.6255073966401,15.0,vs,1.0,False,True,True,True,teddy bear822.png,True,False,0.0,6.0,0.0,0.6666666666666666
fixation,0.0,147443.0,21594.0,72,0.0,3.73975567491117,1099.63916015625,654.098388671875,1270.66418457031,538.454711914062,211.602667655158,1101.45935058594,649.402404785156,0.0,145.782572830456,15.0,vs,1.0,False,True,True,True,teddy bear962.png,True,False,0.0,7.0,0.0,0.8333333333333334
fixation,0.0,147535.0,21595.0,128,0.0,5.2673366844503,1369.89074707031,741.118591308594,1098.01831054688,641.317810058594,239.929019302519,1370.24865722656,739.900390625,0.0,19.1845649619204,15.0,vs,1.0,False,True,True,True,teddy bear827.png,True,False,0.0,8.0,0.0,1.0
fixation,0.0,151946.0,21609.0,87,0.0,2.2137453231447,1100.22241210938,498.253143310547,979.018676757812,526.128173828125,96.3259911295207,1102.06628417969,483.003997802734,0.0,-12.897131293516,16.0,vs,1.0,False,True,False,False,airplane1238.png,True,False,1.0,1.0,1.0,0.0
fixation,0.0,152039.0,21610.0,79,0.0,0.372402864180215,1123.07275390625,506.746307373047,1109.96643066406,484.365936279297,38.3991233389028,1124.21008300781,510.689819335938,0.0,60.7137568943123,16.0,vs,1.0,False,True,False,False,airplane1238.png,True,False,2.0,2.0,1.0,0.06666666666666667
fixation,0.0,152133.0,21611.0,179,0.0,2.03269000735697,1077.23962402344,404.602783203125,1120.73962402344,511.338012695312,115.185023609746,1055.19189453125,391.943176269531,0.0,-112.582014622651,16.0,vs,1.0,False,True,False,False,bus163.png,True,False,0.0,3.0,0.0,0.13333333333333333
fixation,0.0,152332.0,21612.0,76,0.0,3.8198721576193,851.892333984375,322.885070800781,1053.87731933594,387.063018798828,134.771810902217,854.140258789062,312.940673828125,0.0,-163.185865322064,16.0,vs,1.0,False,True,False,False,bus99.png,True,False,0.0,4.0,0.0,0.2
fixation,0.0,152428.0,21613.0,70,0.0,5.2695757412165,1101.73803710938,463.743499755859,850.861877441406,314.346038818359,249.184395584543,1095.27587890625,463.288299560547,0.0,30.2726247707889,16.0,vs,1.0,False,True,False,False,airplane1238.png,True,False,1.0,5.0,2.0,0.26666666666666666
fixation,0.0,152505.0,21614.0,86,0.0,0.63731541487885,1123.04113769531,504.377716064453,1101.82458496094,469.073913574219,57.9709202353653,1123.22290039062,492.629821777344,0.0,59.0064418862674,16.0,vs,1.0,False,True,False,False,airplane1238.png,True,False,2.0,6.0,2.0,0.3333333333333333
fixation,0.0,152705.0,21616.0,82,0.0,0.509538136048771,1500.228515625,645.054443359375,1525.40100097656,623.561340332031,45.0463409084139,1499.79382324219,634.490539550781,0.0,139.300810987361,16.0,vs,1.0,False,True,False,False,bus179.png,True,False,0.0,8.0,0.0,0.4666666666666667
fixation,0.0,152813.0,21617.0,79,0.0,4.88474430917987,1401.7626953125,386.111724853516,1489.07238769531,637.790771484375,196.633773086781,1399.05737304688,382.366485595703,0.0,-108.745992843871,16.0,vs,1.0,False,True,False,False,airplane1203.png,True,False,1.0,9.0,0.0,0.5333333333333333
fixation,0.0,152901.0,21618.0,51,0.0,1.07781046715932,1446.14135742188,334.806732177734,1399.921875,378.545196533203,81.9488574240832,1448.65405273438,332.198028564453,0.0,-44.4098670191801,16.0,vs,1.0,False,True,False,False,airplane1203.png,True,False,2.0,10.0,0.0,0.6
fixation,0.0,152974.0,21619.0,82,0.0,5.16536082149199,1203.09008789062,190.764801025391,1449.490234375,332.200012207031,207.796155684576,1208.14404296875,190.910507202148,0.0,-149.798049962503,16.0,vs,1.0,False,True,False,False,airplane1235.png,True,False,0.0,11.0,0.0,0.6666666666666666
fixation,0.0,153095.0,21620.0,61,0.0,14.9351966306152,612.458801269531,734.658813476562,1209.263671875,179.865234375,523.643999159196,601.297485351562,745.936950683594,0.0,136.85966960732,16.0,vs,1.0,False,True,False,False,airplane1256.png,True,False,0.0,12.0,0.0,0.7333333333333333
fixation,0.0,153170.0,21621.0,139,0.0,2.31971319015498,488.242218017578,820.32861328125,593.868469238281,749.794494628906,180.792567658837,484.670745849609,825.352966308594,0.0,145.97101116849,16.0,vs,1.0,False,True,False,False,bus113.png,True,False,0.0,13.0,1.0,0.8
fixation,0.0,153330.0,21622.0,75,0.0,4.00559867502601,694.377807617188,825.533325195312,472.81103515625,816.855834960938,167.866602740702,690.325317382812,824.273864746094,0.0,2.23329013216203,16.0,vs,1.0,False,True,False,False,airplane1229.png,True,False,1.0,14.0,0.0,0.8666666666666667
fixation,0.0,153414.0,21623.0,87,0.0,0.89870664806639,662.342956542969,867.953063964844,695.86474609375,826.713684082031,69.8331208120789,674.472595214844,863.291687011719,0.0,127.450834116174,16.0,vs,1.0,False,True,False,False,airplane1229.png,True,False,2.0,15.0,0.0,0.9333333333333333
fixation,0.0,153532.0,21624.0,103,0.0,3.94782426971436,464.540924072266,855.193664550781,682.802673339844,859.679260253906,217.990876748232,457.556518554688,837.599975585938,0.0,-179.132926154202,16.0,vs,1.0,False,True,False,False,bus113.png,True,False,0.0,16.0,2.0,1.0
fixation,0.0,157843.0,21642.0,96,0.0,1.40297562115348,1033.66088867188,551.965881347656,956.097290039062,532.80712890625,86.9444168135309,1032.07763671875,559.243713378906,0.0,14.2158162008712,17.0,vs,1.0,False,True,True,False,teddy bear911.png,True,False,0.0,1.0,0.0,0.0
fixation,0.0,157960.0,21643.0,113,0.0,3.25886349731538,1187.00866699219,467.772766113281,1034.39868164062,565.354309082031,139.243863557789,1181.24560546875,473.800872802734,0.0,-33.387008045334,17.0,vs,1.0,False,True,True,False,teddy bear981.png,True,False,0.0,2.0,1.0,0.05263157894736842
fixation,0.0,158096.0,21644.0,68,0.0,3.5115369107567,1312.9384765625,337.795288085938,1181.80004882812,484.877136230469,100.865898890352,1311.3115234375,342.338653564453,0.0,-47.5533811669895,17.0,vs,1.0,False,True,True,False,teddy bear856.png,True,False,1.0,3.0,0.0,0.10526315789473684
fixation,0.0,158170.0,21645.0,112,0.0,0.349443778742163,1337.54357910156,320.440307617188,1318.53161621094,335.932373046875,35.9915387572261,1340.44201660156,316.524993896484,0.0,-38.3252789923904,17.0,vs,1.0,False,True,True,False,teddy bear856.png,True,False,2.0,4.0,0.0,0.15789473684210525
fixation,0.0,158389.0,21647.0,141,0.0,0.489391859742916,1469.60583496094,582.602111816406,1485.36352539062,554.493896484375,44.4100001941032,1460.99841308594,577.964233398438,0.0,117.86938265154,17.0,vs,1.0,False,True,True,False,teddy bear1053.png,True,False,0.0,6.0,1.0,0.2631578947368421
fixation,0.0,158550.0,21648.0,148,0.0,2.91994661352539,1461.1171875,740.872924804688,1459.74609375,584.564575195312,201.241618505557,1470.59814453125,725.255920410156,0.0,89.9805569559111,17.0,vs,1.0,False,True,True,False,teddy bear1066.png,True,False,0.0,7.0,0.0,0.3157894736842105
fixation,0.0,158885.0,21650.0,98,0.0,3.57705742123171,573.899841308594,541.808654785156,667.022338867188,716.878540039062,114.80267148199,562.009338378906,546.248840332031,0.0,-117.262969354839,17.0,vs,1.0,False,True,True,False,teddy bear1043.png,True,False,0.0,9.0,1.0,0.42105263157894735
fixation,0.0,159178.0,21652.0,62,0.0,4.40471965440143,578.296508789062,222.371322631836,788.543090820312,347.908782958984,157.339219534033,584.620483398438,218.503677368164,0.0,-148.979375875386,17.0,vs,1.0,False,True,True,False,teddy bear980.png,True,False,0.0,11.0,0.0,0.5263157894736842
fixation,0.0,159269.0,21653.0,122,0.0,5.91189380383301,433.884460449219,504.99072265625,584.075744628906,215.455932617188,401.497573675027,415.705108642578,499.377319335938,0.0,116.962017158753,17.0,vs,1.0,False,True,True,False,teddy bear888.png,True,False,0.0,12.0,0.0,0.5789473684210527
fixation,0.0,159410.0,21654.0,66,0.0,3.70162867445451,552.725952148438,647.358215332031,409.805084228516,499.559356689453,213.204147968737,535.810791015625,644.527099609375,0.0,45.2906837168791,17.0,vs,1.0,False,True,True,False,teddy bear1043.png,True,False,0.0,13.0,2.0,0.631578947368421
fixation,0.0,159485.0,21655.0,74,0.0,1.82222129556076,524.572265625,763.151916503906,537.330017089844,656.793762207031,144.916716409186,533.827575683594,746.990539550781,0.0,96.8429385731495,17.0,vs,1.0,False,True,True,False,teddy bear1045.png,True,False,0.0,14.0,0.0,0.6842105263157895
fixation,0.0,159587.0,21656.0,118,0.0,5.1379034354248,801.303955078125,639.598022460938,542.700805664062,743.838500976562,258.905773727515,824.340026855469,643.866882324219,0.0,-21.5963375706229,17.0,vs,1.0,False,True,True,False,teddy bear923.png,True,False,0.0,15.0,0.0,0.7368421052631579
fixation,0.0,159723.0,21657.0,201,0.0,4.60987872064303,980.833190917969,832.466064453125,827.266723632812,636.233276367188,287.549770987778,957.315979003906,827.217529296875,0.0,52.379818897132,17.0,vs,1.0,False,True,True,False,teddy bear1067.png,True,False,0.0,16.0,0.0,0.7894736842105263
fixation,0.0,159952.0,21658.0,68,0.0,6.9363671595459,1121.1279296875,490.974548339844,948.634033203125,826.892333984375,238.294549664588,1121.69470214844,484.737121582031,0.0,-62.7662897552098,17.0,vs,1.0,False,True,True,False,teddy bear981.png,True,False,1.0,17.0,2.0,0.8421052631578947
fixation,0.0,160030.0,21659.0,77,0.0,1.180099385587,1173.89831542969,443.890075683594,1122.47192382812,486.665618896484,86.304927083231,1168.70141601562,442.174102783203,0.0,-38.7802750980993,17.0,vs,1.0,False,True,True,False,teddy bear981.png,True,False,2.0,18.0,2.0,0.8947368421052632
fixation,0.0,160134.0,21660.0,75,0.0,5.94702123059082,1457.45422363281,587.286804199219,1168.97143554688,440.571441650391,275.654496331665,1469.13977050781,595.781372070312,0.0,27.0551374534184,17.0,vs,1.0,False,True,True,False,teddy bear1053.png,True,False,1.0,19.0,2.0,0.9473684210526315
fixation,0.0,160216.0,21661.0,193,0.0,0.521218849648297,1469.4921875,560.551818847656,1472.73510742188,594.414428710938,46.8198203092268,1460.85974121094,578.248046875,0.0,-95.2113733675683,17.0,vs,1.0,False,True,True,False,teddy bear1053.png,True,False,2.0,20.0,2.0,1.0
fixation,0.0,163257.0,21668.0,95,0.0,9.41161289003289,1455.43469238281,753.933471679688,1172.69995117188,328.7822265625,364.005554564918,1467.09313964844,760.522521972656,0.0,56.3509409048821,18.0,vs,0.0,False,True,False,True,teddy bear1396.png,True,False,0.0,1.0,0.0,0.0
fixation,0.0,163481.0,21670.0,107,0.0,2.78128443583707,748.198364257812,468.010375976562,758.753601074219,624.187622070312,148.024384684958,730.571350097656,477.447662353516,0.0,-94.28766387546,18.0,vs,0.0,False,True,False,True,teddy bear1246.png,True,False,0.0,3.0,1.0,0.10526315789473684
fixation,0.0,163610.0,21671.0,105,0.0,5.09378558581889,504.757568359375,288.028289794922,713.112731933594,475.078643798828,200.707243024664,497.601623535156,290.695373535156,0.0,-137.633497432257,18.0,vs,0.0,False,True,False,True,teddy bear1288.png,True,False,0.0,4.0,1.0,0.15789473684210525
fixation,0.0,163748.0,21672.0,81,0.0,9.94957462524414,567.568359375,813.515625,485.520874023438,278.200012207031,446.251611193809,579.366271972656,832.621337890625,0.0,81.1406460943247,18.0,vs,0.0,False,True,False,True,teddy bear1381.png,True,False,0.0,5.0,0.0,0.21052631578947367
fixation,0.0,163845.0,21673.0,96,0.0,2.18565645507903,689.564697265625,831.510437011719,567.907409667969,832.642944335938,127.889358931754,696.252746582031,833.554626464844,0.0,0.700524558838981,18.0,vs,0.0,False,True,False,True,teddy bear1362.png,True,False,0.0,6.0,1.0,0.2631578947368421
fixation,0.0,163978.0,21674.0,58,0.0,15.2697839570025,1438.79956054688,462.566802978516,698.132385253906,836.99609375,446.754900385101,1453.03100585938,466.199096679688,0.0,-26.8483032232586,18.0,vs,0.0,False,True,False,True,teddy bear1244.png,True,False,1.0,7.0,0.0,0.3157894736842105
fixation,0.0,164047.0,21675.0,140,0.0,1.42587521976347,1505.49682617188,409.461059570312,1464.61926269531,480.299987792969,97.8563578975779,1496.56896972656,426.913787841797,0.0,-59.9283574122781,18.0,vs,0.0,False,True,False,True,teddy bear1244.png,True,False,2.0,8.0,0.0,0.3684210526315789
fixation,0.0,164210.0,21676.0,107,0.0,5.80432321485956,1249.06433105469,619.476501464844,1498.10217285156,425.56787109375,395.10943400023,1228.58435058594,626.540283203125,0.0,142.578899603276,18.0,vs,0.0,False,True,False,True,teddy bear1354.png,True,False,0.0,9.0,0.0,0.42105263157894735
fixation,0.0,164341.0,21677.0,89,0.0,5.96456420825195,1080.88024902344,930.307800292969,1219.44934082031,634.670776367188,314.666278103802,1071.08947753906,935.405212402344,0.0,114.850341233438,18.0,vs,0.0,False,True,False,True,teddy bear1421.png,True,False,0.0,10.0,1.0,0.47368421052631576
fixation,0.0,164450.0,21678.0,69,0.0,2.5120302122378,964.677062988281,840.549438476562,1063.57592773438,940.751281738281,138.430915304526,972.195983886719,840.9931640625,0.0,-134.102540938253,18.0,vs,0.0,False,True,False,True,teddy bear1327.png,True,False,0.0,11.0,0.0,0.5263157894736842
fixation,0.0,164543.0,21679.0,130,0.0,5.32334505612905,723.326110839844,990.650451660156,972.450317382812,845.849731445312,377.263952221084,700.697875976562,989.093872070312,0.0,150.100231436909,18.0,vs,0.0,False,True,False,True,teddy bear1426.png,True,False,0.0,12.0,0.0,0.5789473684210527
fixation,0.0,164696.0,21680.0,116,0.0,3.25816020852238,727.769897460938,825.783447265625,702.425903320312,1000.49761962891,197.759802070355,722.182434082031,817.454040527344,0.0,-81.4533071289542,18.0,vs,0.0,False,True,False,True,teddy bear1362.png,True,False,0.0,13.0,2.0,0.631578947368421
fixation,0.0,165130.0,21681.0,95,0.0,1.34286195831914,1017.52593994141,231.786865234375,1095.56750488281,224.528228759766,99.3233108184883,1021.78314208984,239.499130249023,0.0,173.654046477279,18.0,vs,0.0,False,True,False,True,teddy bear1231.png,True,False,0.0,14.0,0.0,0.6842105263157895
fixation,0.0,165251.0,21682.0,132,0.0,3.84795684973145,1228.63977050781,237.581527709961,1020.8525390625,252.633804321289,176.270663393857,1228.72436523438,260.971313476562,0.0,-4.70092038494359,18.0,vs,0.0,False,True,False,True,teddy bear1247.png,True,False,0.0,15.0,0.0,0.7368421052631579
fixation,0.0,165418.0,21683.0,120,0.0,12.532445894043,548.295715332031,295.868103027344,1229.98779296875,257.823455810547,417.196800661726,521.479736328125,296.8583984375,0.0,176.662337448381,18.0,vs,0.0,False,True,False,True,teddy bear1288.png,True,False,0.0,16.0,2.0,0.7894736842105263
fixation,0.0,165560.0,21684.0,65,0.0,1.96000618532905,486.025238037109,417.801055908203,516.408752441406,312.714416503906,204.771479759004,485.719879150391,425.537353515625,0.0,104.137520531848,18.0,vs,0.0,False,True,False,True,teddy bear1289.png,True,False,0.0,17.0,0.0,0.8421052631578947
fixation,0.0,165654.0,21685.0,117,0.0,3.98294469116211,706.35986328125,439.491973876953,488.838684082031,433.307800292969,231.629634154554,716.664245605469,446.033325195312,0.0,1.52005817289951,18.0,vs,0.0,False,True,False,True,teddy bear1246.png,True,False,0.0,18.0,2.0,0.8947368421052632
fixation,0.0,165809.0,21686.0,60,0.0,12.9644710563829,1191.69543457031,966.254455566406,722.494873046875,439.880920410156,485.560464037082,1202.11584472656,970.078369140625,0.0,48.3154846784297,18.0,vs,0.0,False,True,False,True,teddy bear1241.png,True,False,0.0,19.0,0.0,0.9473684210526315
fixation,0.0,165882.0,21687.0,124,0.0,2.13085495720895,1088.60668945312,948.619201660156,1205.00354003906,975.322631835938,133.302880231067,1090.25256347656,956.909912109375,0.0,-166.645989122953,18.0,vs,0.0,False,True,False,True,teddy bear1421.png,True,False,0.0,20.0,2.0,1.0
fixation,0.0,169589.0,21698.0,122,0.0,5.53148869730709,506.732788085938,738.6484375,756.322082519531,563.757385253906,321.749596399171,498.731811523438,733.368469238281,0.0,144.863665901959,19.0,vs,1.0,False,True,False,True,teddy bear157.png,True,False,0.0,2.0,1.0,0.0
fixation,0.0,169734.0,21699.0,90,0.0,7.2546294101352,482.870178222656,323.986053466797,487.863739013672,723.775268554688,267.795907414741,482.700622558594,319.948883056641,0.0,-90.1810868016449,19.0,vs,1.0,False,True,False,True,teddy bear2.png,True,False,0.0,3.0,0.0,0.05263157894736842
fixation,0.0,169844.0,21700.0,102,0.0,5.25359996856046,751.942993164062,414.948791503906,484.600006103516,303.237060546875,222.490139809078,744.75048828125,427.504180908203,0.0,22.2321955513568,19.0,vs,1.0,False,True,False,True,teddy bear7.png,True,False,0.0,4.0,1.0,0.10526315789473684
fixation,0.0,169965.0,21701.0,80,0.0,4.96131082891586,978.838012695312,278.702758789062,741.106872558594,413.470764160156,224.533010475274,980.15576171875,286.488952636719,0.0,-29.0196105125354,19.0,vs,1.0,False,True,False,True,teddy bear193.png,True,False,1.0,5.0,0.0,0.15789473684210525
fixation,0.0,170050.0,21702.0,85,0.0,0.296359749977827,991.162475585938,323.070404052734,977.338562011719,305.254364013672,37.2502863413235,990.276184082031,318.078125,0.0,50.1235402333316,19.0,vs,1.0,False,True,False,True,teddy bear193.png,True,False,2.0,6.0,0.0,0.21052631578947367
fixation,0.0,170158.0,21703.0,87,0.0,2.6028100625,971.803100585938,185.684753417969,993.536743164062,324.506378173828,117.265639052454,966.993286132812,174.634323120117,0.0,-97.6014498053796,19.0,vs,1.0,False,True,False,True,teddy bear191.png,True,False,0.0,7.0,0.0,0.2631578947368421
fixation,0.0,170276.0,21704.0,138,0.0,9.95945155200195,1468.30358886719,380.580413818359,966.664978027344,174.029907226562,348.380980972444,1483.58276367188,382.139038085938,0.0,22.1564916297394,19.0,vs,1.0,False,True,False,True,teddy bear164.png,True,False,0.0,8.0,0.0,0.3157894736842105
fixation,0.0,170427.0,21705.0,121,0.0,2.27419710429792,1434.93212890625,508.696533203125,1484.67651367188,394.723480224609,155.765932263425,1433.68298339844,504.564025878906,0.0,112.388165117782,19.0,vs,1.0,False,True,False,True,teddy bear206.png,True,False,0.0,9.0,0.0,0.3684210526315789
fixation,0.0,170832.0,21708.0,146,0.0,2.75112624539984,981.230102539062,874.803344726562,1120.52612304688,821.070068359375,180.793988051407,991.393859863281,879.943298339844,0.0,157.303964536073,19.0,vs,1.0,False,True,False,True,teddy bear192.png,True,False,0.0,12.0,0.0,0.5263157894736842
fixation,0.0,171071.0,21710.0,81,0.0,1.53786906063121,854.125549316406,521.294982910156,937.463012695312,554.122253417969,109.869879854711,846.553527832031,523.078002929688,0.0,-159.487575964897,19.0,vs,1.0,False,True,False,True,teddy bear212.png,True,False,0.0,14.0,0.0,0.631578947368421
fixation,0.0,171179.0,21711.0,147,0.0,3.86678852423096,1039.62744140625,590.833801269531,844.032897949219,515.907409667969,209.249317998068,1050.2138671875,596.703002929688,0.0,21.4125679159091,19.0,vs,1.0,False,True,False,True,teddy bear182.png,True,False,0.0,15.0,0.0,0.6842105263157895
fixation,0.0,171353.0,21712.0,121,0.0,7.03834445584039,720.483032226562,404.026153564453,1050.62622070312,605.0,222.934692464103,720.412780761719,406.387481689453,0.0,-148.470507485503,19.0,vs,1.0,False,True,False,True,teddy bear7.png,True,False,0.0,16.0,2.0,0.7368421052631579
fixation,0.0,171516.0,21713.0,79,0.0,7.92270248645019,503.431396484375,781.438354492188,715.367248535156,409.957305908203,469.242329344159,487.282989501953,794.635009765625,0.0,119.576982403249,19.0,vs,1.0,False,True,False,True,teddy bear157.png,True,False,1.0,17.0,2.0,0.7894736842105263
fixation,0.0,171607.0,21714.0,96,0.0,1.29297387985457,496.423156738281,730.11474609375,477.637969970703,803.529052734375,76.7135510156574,484.882080078125,733.266540527344,0.0,-75.8618683825559,19.0,vs,1.0,False,True,False,True,teddy bear157.png,True,False,2.0,18.0,2.0,0.8421052631578947
fixation,0.0,171722.0,21715.0,96,0.0,3.28340619763184,528.8740234375,913.074584960938,489.837677001953,735.037109375,296.731811437535,534.912536621094,930.606018066406,0.0,77.0647307071196,19.0,vs,1.0,False,True,False,True,teddy bear118.png,True,False,0.0,19.0,0.0,0.8947368421052632
